	index	Albertin	Alon	HUGO	transcriptName
2674	Dopeav2009843m	11.0	10.0	CRTC1	Dopeav2009843m
2675	Dopeav2119369m	11.0	5.0	SCRN3	Dopeav2119369m
2676	Dopeav2113117m	11.0	10.0	SKAP2	Dopeav2113117m
2677	Dopeav2129238m	11.0	13.0	NUDT9	Dopeav2129238m
2678	Dopeav2118074m	11.0	15.0	PCK1	Dopeav2118074m
2679	Dopeav2131898m	11.0	6.0	GALNT11	Dopeav2131898m
2680	Dopeav2097882m	11.0	10.0	TOR1AIP1	Dopeav2097882m
2681	Dopeav2096413m	11.0	3.0	LMNA	Dopeav2096413m
2682	Dopeav2001974m	11.0	5.0		Dopeav2001974m
2683	Dopeav2010333m	11.0	8.0	SLC7A4	Dopeav2010333m
2684	Dopeav2074698m	11.0	8.0	TMEM145	Dopeav2074698m
2685	Dopeav2110318m	11.0	9.0		Dopeav2110318m
2686	Dopeav2077276m	11.0	8.0	PTK7	Dopeav2077276m
2687	Dopeav2112476m	11.0	10.0	EIF4B	Dopeav2112476m
2688	Dopeav2058191m	11.0	9.0	ASCC3	Dopeav2058191m
2689	Dopeav2049908m	11.0	10.0	RPLP0	Dopeav2049908m
2690	Dopeav2088123m	11.0	4.0	KIAA0355	Dopeav2088123m
2691	Dopeav2000031m	11.0	10.0	HAND2	Dopeav2000031m
2692	Dopeav2049477m	11.0	1.0	PSMB3	Dopeav2049477m
2693	Dopeav2016666m	11.0	3.0	SLC25A4	Dopeav2016666m
2694	Dopeav2063861m	11.0	6.0	INTS9	Dopeav2063861m
2695	Dopeav2129883m	11.0	6.0		Dopeav2129883m
2696	Dopeav2042879m	11.0	0.0	EIF4E	Dopeav2042879m
2697	Dopeav2093972m	11.0	7.0	TXN2	Dopeav2093972m
2698	Dopeav2011007m	11.0	10.0	CLCN2	Dopeav2011007m
2699	Dopeav2030788m	11.0	7.0	NT5C3A	Dopeav2030788m
2700	Dopeav2042935m	11.0	7.0	CTH	Dopeav2042935m
2701	Dopeav2135658m	11.0	4.0	ACADSB	Dopeav2135658m
2702	Dopeav2100904m	11.0	9.0		Dopeav2100904m
2703	Dopeav2009190m	11.0	10.0		Dopeav2009190m
2704	Dopeav2048008m	11.0	4.0	STX5	Dopeav2048008m
2705	Dopeav2056184m	11.0	3.0	OAT	Dopeav2056184m
2706	Dopeav2000771m	11.0	10.0	RARS	Dopeav2000771m
2707	Dopeav2068105m	11.0	6.0	FZD5	Dopeav2068105m
2708	Dopeav2005997m	11.0	8.0	PCDH11Y	Dopeav2005997m
2709	Dopeav2120837m	11.0	5.0	CASK	Dopeav2120837m
2710	Dopeav2106310m	11.0	6.0		Dopeav2106310m
2711	Dopeav2104543m	11.0	4.0	ERLEC1	Dopeav2104543m
2712	Dopeav2032913m	11.0	5.0	SLC35F5	Dopeav2032913m
2713	Dopeav2130563m	11.0	7.0		Dopeav2130563m
2714	Dopeav2013012m	11.0	3.0	TDRKH	Dopeav2013012m
2715	Dopeav2020018m	11.0	6.0	ANKFN1	Dopeav2020018m
2716	Dopeav2042697m	11.0	5.0	NRG2	Dopeav2042697m
2717	Dopeav2064165m	11.0	3.0	CACNA1C	Dopeav2064165m
2718	Dopeav2005865m	11.0	4.0	NF1	Dopeav2005865m
2719	Dopeav2112735m	11.0	9.0	PEPD	Dopeav2112735m
2720	Dopeav2109616m	11.0	1.0	RAB10	Dopeav2109616m
2721	Dopeav2019069m	11.0	12.0	SETDB1	Dopeav2019069m
2722	Dopeav2062564m	11.0	4.0	SLC25A3	Dopeav2062564m
2723	Dopeav2128674m	11.0	10.0	PLEKHM2	Dopeav2128674m
2724	Dopeav2042736m	11.0	9.0	IRF2BPL	Dopeav2042736m
2725	Dopeav2123564m	11.0	8.0	GATA3	Dopeav2123564m
2726	Dopeav2090615m	11.0	6.0	KLHL13	Dopeav2090615m
2727	Dopeav2007426m	11.0	10.0	ZCCHC8	Dopeav2007426m
2728	Dopeav2001715m	11.0	4.0	PARS2	Dopeav2001715m
2729	Dopeav2043623m	11.0	5.0		Dopeav2043623m
2730	Dopeav2024631m	11.0	5.0	SMG5	Dopeav2024631m
2731	Dopeav2091795m	11.0	3.0	LAMB1	Dopeav2091795m
2732	Dopeav2074516m	11.0	10.0	GTF2F1	Dopeav2074516m
2733	Dopeav2062669m	11.0	5.0	TTC7B	Dopeav2062669m
2734	Dopeav2040678m	11.0	6.0	ZFAT	Dopeav2040678m
2735	Dopeav2090182m	11.0	9.0	CEP131	Dopeav2090182m
2736	Dopeav2042822m	11.0	6.0	ASH2L	Dopeav2042822m
2737	Dopeav2135659m	11.0	16.0	BRD8	Dopeav2135659m
2738	Dopeav2093835m	11.0	1.0		Dopeav2093835m
2739	Dopeav2118849m	11.0	6.0		Dopeav2118849m
2740	Dopeav2098923m	11.0	6.0	TYR	Dopeav2098923m
2741	Dopeav2000715m	11.0	5.0	UCHL3	Dopeav2000715m
2742	Dopeav2131103m	11.0	9.0	CDC42BPA	Dopeav2131103m
2743	Dopeav2014689m	11.0	11.0	MEX3C	Dopeav2014689m
2744	Dopeav2128716m	11.0	7.0	PRKCE	Dopeav2128716m
2745	Dopeav2056814m	11.0	6.0	RPL10A	Dopeav2056814m
2746	Dopeav2107679m	11.0	5.0		Dopeav2107679m
2747	Dopeav2096667m	11.0	5.0	DNM1	Dopeav2096667m
2748	Dopeav2091156m	11.0	8.0	GTF3C1	Dopeav2091156m
2749	Dopeav2063931m	11.0	5.0	PRDX5	Dopeav2063931m
2750	Dopeav2045241m	11.0	9.0	MED23	Dopeav2045241m
2751	Dopeav2008373m	11.0	10.0	VMP1	Dopeav2008373m
2752	Dopeav2005339m	11.0	17.0	SEC14L2	Dopeav2005339m
2753	Dopeav2026084m	11.0	10.0	LAMTOR2	Dopeav2026084m
2754	Dopeav2007031m	11.0	6.0	RNF166	Dopeav2007031m
2755	Dopeav2045653m	11.0	8.0	RNF220	Dopeav2045653m
2756	Dopeav2118899m	11.0	4.0	VAPA	Dopeav2118899m
2757	Dopeav2001842m	11.0	8.0	MCOLN3	Dopeav2001842m
2758	Dopeav2127170m	11.0	2.0	RPS5	Dopeav2127170m
2759	Dopeav2115630m	11.0	13.0		Dopeav2115630m
2760	Dopeav2089784m	11.0	9.0		Dopeav2089784m
2761	Dopeav2122996m	11.0	8.0	NFS1	Dopeav2122996m
2762	Dopeav2070531m	11.0	9.0	RALGAPB	Dopeav2070531m
2763	Dopeav2011300m	11.0	7.0	KCNN3	Dopeav2011300m
2764	Dopeav2040488m	11.0	4.0	HMBS	Dopeav2040488m
2765	Dopeav2052631m	11.0	7.0		Dopeav2052631m
2766	Dopeav2029502m	11.0	3.0	CP	Dopeav2029502m
2767	Dopeav2103675m	11.0	8.0	KLHDC3	Dopeav2103675m
2768	Dopeav2128672m	11.0	6.0	ASL	Dopeav2128672m
2769	Dopeav2023597m	11.0	10.0	ZCCHC6	Dopeav2023597m
2770	Dopeav2079184m	11.0	5.0	CACYBP	Dopeav2079184m
2771	Dopeav2123948m	11.0	3.0	SBNO1	Dopeav2123948m
2772	Dopeav2038303m	11.0	6.0	GK3P	Dopeav2038303m
2773	Dopeav2096312m	11.0	8.0		Dopeav2096312m
2774	Dopeav2092720m	11.0	6.0		Dopeav2092720m
2775	Dopeav2082318m	11.0	12.0	TLN2	Dopeav2082318m
2776	Dopeav2116045m	11.0	4.0	SLC39A9	Dopeav2116045m
2777	Dopeav2035924m	11.0	10.0	GCC2	Dopeav2035924m
2778	Dopeav2123233m	10.0	9.0		Dopeav2123233m
2779	Dopeav2096428m	10.0	9.0	CACFD1	Dopeav2096428m
2780	Dopeav2023633m	10.0	6.0	GGPS1	Dopeav2023633m
2781	Dopeav2110586m	10.0	6.0	HDAC2	Dopeav2110586m
2782	Dopeav2063511m	10.0	0.0	NIN	Dopeav2063511m
2783	Dopeav2071556m	10.0	8.0	SLC12A9	Dopeav2071556m
2784	Dopeav2011816m	10.0	6.0		Dopeav2011816m
2785	Dopeav2061496m	10.0	1.0	FOXP1	Dopeav2061496m
2786	Dopeav2088666m	10.0	6.0	UQCRFS1	Dopeav2088666m
2787	Dopeav2063670m	10.0	7.0	MTCH2	Dopeav2063670m
2788	Dopeav2043843m	10.0	6.0	EXTL3	Dopeav2043843m
2789	Dopeav2047114m	10.0	0.0		Dopeav2047114m
2790	Dopeav2082637m	10.0	0.0	SLC25A11	Dopeav2082637m
2791	Dopeav2016153m	10.0	0.0	TMEM117	Dopeav2016153m
2792	Dopeav2003685m	10.0	7.0	HPCAL1	Dopeav2003685m
2793	Dopeav2077198m	10.0	6.0	ETHE1	Dopeav2077198m
2794	Dopeav2022948m	10.0	9.0	SSX2IP	Dopeav2022948m
2795	Dopeav2023608m	10.0	7.0		Dopeav2023608m
2796	Dopeav2082587m	10.0	9.0	ZFYVE19	Dopeav2082587m
2797	Dopeav2063683m	10.0	9.0		Dopeav2063683m
2798	Dopeav2016655m	10.0	6.0	SRSF3	Dopeav2016655m
2799	Dopeav2026040m	10.0	5.0	VPS45	Dopeav2026040m
2800	Dopeav2030859m	10.0	6.0	PRDX4	Dopeav2030859m
2801	Dopeav2067400m	10.0	4.0	PHPT1	Dopeav2067400m
2802	Dopeav2038200m	10.0	6.0		Dopeav2038200m
2803	Dopeav2033287m	10.0	4.0	PSMD8	Dopeav2033287m
2804	Dopeav2035135m	10.0	6.0		Dopeav2035135m
2805	Dopeav2105446m	10.0	8.0	CCDC88A	Dopeav2105446m
2806	Dopeav2067823m	10.0	6.0	SLC4A10	Dopeav2067823m
2807	Dopeav2098654m	10.0	4.0	NIPSNAP2	Dopeav2098654m
2808	Dopeav2028697m	10.0	5.0	DDX56	Dopeav2028697m
2809	Dopeav2094227m	10.0	16.0	DCDC2	Dopeav2094227m
2810	Dopeav2124715m	10.0	10.0		Dopeav2124715m
2811	Dopeav2101454m	10.0	6.0	ESPNL	Dopeav2101454m
2812	Dopeav2134227m	10.0	1.0		Dopeav2134227m
2813	Dopeav2103597m	10.0	3.0		Dopeav2103597m
2814	Dopeav2131682m	10.0	1.0		Dopeav2131682m
2815	Dopeav2076292m	10.0	7.0		Dopeav2076292m
2816	Dopeav2054129m	10.0	2.0	ATP6V1B2	Dopeav2054129m
2817	Dopeav2020470m	10.0	2.0	BAG4	Dopeav2020470m
2818	Dopeav2019038m	10.0	5.0	H2AFY	Dopeav2019038m
2819	Dopeav2097692m	10.0	9.0	CHRNA10	Dopeav2097692m
2820	Dopeav2015555m	10.0	4.0	PFDN1	Dopeav2015555m
2821	Dopeav2063974m	10.0	6.0	DNAJC16	Dopeav2063974m
2822	Dopeav2056170m	10.0	7.0	ZNF84	Dopeav2056170m
2823	Dopeav2073940m	10.0	3.0	AP3S1	Dopeav2073940m
2824	Dopeav2021857m	10.0	10.0	CTSB	Dopeav2021857m
2825	Dopeav2111126m	10.0	6.0	PITPNM3	Dopeav2111126m
2826	Dopeav2080012m	10.0	5.0		Dopeav2080012m
2827	Dopeav2113455m	10.0	10.0	HIBCH	Dopeav2113455m
2828	Dopeav2082695m	10.0	5.0	SV2C	Dopeav2082695m
2829	Dopeav2025124m	10.0	7.0	TBC1D5	Dopeav2025124m
2830	Dopeav2024819m	10.0	4.0	THTPA	Dopeav2024819m
2831	Dopeav2093756m	10.0	5.0	RPS8	Dopeav2093756m
2832	Dopeav2079002m	10.0	2.0	ANAPC2	Dopeav2079002m
2833	Dopeav2007988m	10.0	8.0	SPECC1L	Dopeav2007988m
2834	Dopeav2051765m	10.0	6.0	PCDHGB1	Dopeav2051765m
2835	Dopeav2028097m	10.0	5.0	DYSF	Dopeav2028097m
2836	Dopeav2128109m	10.0	1.0	RAN	Dopeav2128109m
2837	Dopeav2083192m	10.0	10.0	SMAD3	Dopeav2083192m
2838	Dopeav2136474m	10.0	9.0	NOP14	Dopeav2136474m
2839	Dopeav2016522m	10.0	8.0	SMYD4	Dopeav2016522m
2840	Dopeav2035210m	10.0	5.0	MBNL3	Dopeav2035210m
2841	Dopeav2112581m	10.0	6.0	A2ML1	Dopeav2112581m
2842	Dopeav2073779m	10.0	3.0	CDC23	Dopeav2073779m
2843	Dopeav2069611m	10.0	8.0	MAP4K4	Dopeav2069611m
2844	Dopeav2111288m	10.0	1.0		Dopeav2111288m
2845	Dopeav2049789m	10.0	1.0	SOD1	Dopeav2049789m
2846	Dopeav2105140m	10.0	8.0	SLC24A4	Dopeav2105140m
2847	Dopeav2070102m	10.0	9.0	PSMD10	Dopeav2070102m
2848	Dopeav2115568m	10.0	0.0	FEZF2	Dopeav2115568m
2849	Dopeav2082182m	10.0	9.0		Dopeav2082182m
2850	Dopeav2086864m	10.0	8.0	CACNG5	Dopeav2086864m
2851	Dopeav2096108m	10.0	4.0	CD63	Dopeav2096108m
2852	Dopeav2039952m	10.0	9.0	PCDH1	Dopeav2039952m
2853	Dopeav2124216m	10.0	9.0		Dopeav2124216m
2854	Dopeav2060173m	10.0	2.0	RPL18A	Dopeav2060173m
2855	Dopeav2080575m	10.0	9.0	CHRNA9	Dopeav2080575m
2856	Dopeav2045697m	10.0	5.0	SULT1C4	Dopeav2045697m
2857	Dopeav2134233m	10.0	6.0	SF1	Dopeav2134233m
2858	Dopeav2083907m	10.0	8.0	MFSD12	Dopeav2083907m
2859	Dopeav2061103m	10.0	7.0	HDHD5	Dopeav2061103m
2860	Dopeav2019965m	10.0	1.0	FARP2	Dopeav2019965m
2861	Dopeav2081333m	10.0	4.0	SRPRB	Dopeav2081333m
2862	Dopeav2133802m	10.0	7.0	NAF1	Dopeav2133802m
2863	Dopeav2128040m	10.0	5.0	AGTRAP	Dopeav2128040m
2864	Dopeav2118686m	10.0	11.0	VPS16	Dopeav2118686m
2865	Dopeav2099880m	10.0	9.0	FKBP15	Dopeav2099880m
2866	Dopeav2125513m	10.0	5.0	XRN2	Dopeav2125513m
2867	Dopeav2105375m	10.0	6.0	CHKA	Dopeav2105375m
2868	Dopeav2086215m	10.0	4.0	GNB5	Dopeav2086215m
2869	Dopeav2015907m	10.0	5.0	THBS4	Dopeav2015907m
2870	Dopeav2006608m	10.0	8.0		Dopeav2006608m
2871	Dopeav2079984m	10.0	6.0	PHIP	Dopeav2079984m
2872	Dopeav2003365m	10.0	1.0		Dopeav2003365m
2873	Dopeav2035156m	10.0	12.0		Dopeav2035156m
2874	Dopeav2011187m	10.0	6.0	MTOR	Dopeav2011187m
2875	Dopeav2051664m	10.0	9.0	PCDH17	Dopeav2051664m
2876	Dopeav2065914m	10.0	10.0	ATG5	Dopeav2065914m
2877	Dopeav2110013m	10.0	9.0	PIK3CA	Dopeav2110013m
2878	Dopeav2090179m	10.0	7.0	SLC38A10	Dopeav2090179m
2879	Dopeav2101359m	10.0	5.0	ITSN2	Dopeav2101359m
2880	Dopeav2084646m	10.0	4.0	DHX34	Dopeav2084646m
2881	Dopeav2001439m	10.0	7.0	BABAM1	Dopeav2001439m
2882	Dopeav2051832m	10.0	3.0	PCDHGA11	Dopeav2051832m
2883	Dopeav2095502m	10.0	7.0		Dopeav2095502m
2884	Dopeav2103822m	10.0	4.0	CFL1	Dopeav2103822m
2885	Dopeav2102941m	10.0	9.0	ARHGEF10	Dopeav2102941m
2886	Dopeav2020456m	10.0	8.0	ERCC4	Dopeav2020456m
2887	Dopeav2009663m	10.0	9.0	UBAP1	Dopeav2009663m
2888	Dopeav2033187m	10.0	7.0	EXD3	Dopeav2033187m
2889	Dopeav2073030m	10.0	6.0	POLR1A	Dopeav2073030m
2890	Dopeav2022893m	10.0	4.0	SCRIB	Dopeav2022893m
2891	Dopeav2063657m	10.0	8.0	MORC3	Dopeav2063657m
2892	Dopeav2045626m	10.0	9.0	CDKAL1	Dopeav2045626m
2893	Dopeav2096989m	10.0	8.0		Dopeav2096989m
2894	Dopeav2036705m	10.0	5.0	ELP3	Dopeav2036705m
2895	Dopeav2123893m	10.0	10.0		Dopeav2123893m
2896	Dopeav2098517m	10.0	5.0	ERP44	Dopeav2098517m
2897	Dopeav2013090m	10.0	1.0	RPL12	Dopeav2013090m
2898	Dopeav2126083m	10.0	7.0	SLC7A8	Dopeav2126083m
2899	Dopeav2128506m	10.0	8.0	CPM	Dopeav2128506m
2900	Dopeav2084291m	10.0	1.0	UBE2I	Dopeav2084291m
2901	Dopeav2070066m	10.0	5.0	PSMB6	Dopeav2070066m
2902	Dopeav2079887m	10.0	4.0		Dopeav2079887m
2903	Dopeav2084839m	10.0	3.0	YIPF3	Dopeav2084839m
2904	Dopeav2093846m	10.0	7.0	NEK4	Dopeav2093846m
2905	Dopeav2069760m	10.0	13.0	WDFY2	Dopeav2069760m
2906	Dopeav2084701m	10.0	6.0	GVQW3	Dopeav2084701m
2907	Dopeav2056642m	10.0	6.0	WRN	Dopeav2056642m
2908	Dopeav2100830m	10.0	4.0	NDUFAB1	Dopeav2100830m
2909	Dopeav2024918m	10.0	6.0	SYT16	Dopeav2024918m
2910	Dopeav2018223m	10.0	6.0	LIN7B	Dopeav2018223m
2911	Dopeav2016680m	10.0	7.0		Dopeav2016680m
2912	Dopeav2060826m	10.0	3.0	C12orf66	Dopeav2060826m
2913	Dopeav2043890m	10.0	4.0	CSE1L	Dopeav2043890m
2914	Dopeav2002213m	10.0	4.0	TP53I11	Dopeav2002213m
2915	Dopeav2061022m	10.0	6.0	SYNE1	Dopeav2061022m
2916	Dopeav2132976m	10.0	8.0	ANKRD28	Dopeav2132976m
2917	Dopeav2105470m	10.0	6.0	MACROD2	Dopeav2105470m
2918	Dopeav2071045m	10.0	5.0	RPL4	Dopeav2071045m
2919	Dopeav2065982m	10.0	8.0	NAT10	Dopeav2065982m
2920	Dopeav2113145m	10.0	12.0	GVQW3	Dopeav2113145m
2921	Dopeav2021584m	10.0	4.0	PI4KB	Dopeav2021584m
2922	Dopeav2069658m	10.0	4.0	ARL8B	Dopeav2069658m
2923	Dopeav2028725m	10.0	11.0	BCCIP	Dopeav2028725m
2924	Dopeav2073138m	10.0	8.0	TNIP2	Dopeav2073138m
2925	Dopeav2089776m	10.0	1.0	OGFRL1	Dopeav2089776m
2926	Dopeav2059873m	10.0	6.0		Dopeav2059873m
2927	Dopeav2094730m	10.0	4.0		Dopeav2094730m
2928	Dopeav2097292m	10.0	9.0	MCRS1	Dopeav2097292m
2929	Dopeav2096000m	10.0	9.0	C12orf4	Dopeav2096000m
2930	Dopeav2018263m	10.0	5.0		Dopeav2018263m
2931	Dopeav2012376m	10.0	7.0		Dopeav2012376m
2932	Dopeav2029319m	10.0	2.0	PLPP4	Dopeav2029319m
2933	Dopeav2104956m	10.0	8.0	XPO1	Dopeav2104956m
2934	Dopeav2113155m	10.0	10.0		Dopeav2113155m
2935	Dopeav2023242m	10.0	8.0		Dopeav2023242m
2936	Dopeav2096094m	10.0	11.0	RC3H2	Dopeav2096094m
2937	Dopeav2092719m	10.0	9.0	TMEM30A	Dopeav2092719m
2938	Dopeav2098338m	10.0	10.0	KIAA0141	Dopeav2098338m
2939	Dopeav2097484m	10.0	5.0	MGAT5	Dopeav2097484m
2940	Dopeav2082679m	10.0	4.0	BICDL1	Dopeav2082679m
2941	Dopeav2115039m	10.0	12.0		Dopeav2115039m
2942	Dopeav2006889m	10.0	5.0	CMIP	Dopeav2006889m
2943	Dopeav2016152m	10.0	5.0		Dopeav2016152m
2944	Dopeav2115648m	10.0	7.0	RCOR3	Dopeav2115648m
2945	Dopeav2058698m	10.0	4.0	PLSCR1	Dopeav2058698m
2946	Dopeav2132021m	10.0	0.0	PTGES3	Dopeav2132021m
2947	Dopeav2025140m	10.0	8.0	FITM2	Dopeav2025140m
2948	Dopeav2112017m	10.0	5.0	LAMP5	Dopeav2112017m
2949	Dopeav2082929m	10.0	5.0	MYO18A	Dopeav2082929m
2950	Dopeav2069486m	10.0	6.0	CREB3L3	Dopeav2069486m
2951	Dopeav2087137m	10.0	3.0	SLC16A14	Dopeav2087137m
2952	Dopeav2019157m	10.0	7.0	ANXA7	Dopeav2019157m
2953	Dopeav2008367m	10.0	0.0	GRIA1	Dopeav2008367m
2954	Dopeav2105390m	10.0	5.0	ASPG	Dopeav2105390m
2955	Dopeav2039096m	10.0	2.0	CNN3	Dopeav2039096m
2956	Dopeav2079051m	10.0	4.0	RGS7	Dopeav2079051m
2957	Dopeav2000974m	10.0	8.0	PHKA1	Dopeav2000974m
2958	Dopeav2021869m	10.0	3.0	ANPEP	Dopeav2021869m
2959	Dopeav2059153m	10.0	3.0	CNOT2	Dopeav2059153m
2960	Dopeav2132387m	10.0	9.0	ZNF106	Dopeav2132387m
2961	Dopeav2111406m	10.0	7.0	PLAA	Dopeav2111406m
2962	Dopeav2073244m	10.0	11.0	GLRA3	Dopeav2073244m
2963	Dopeav2046012m	10.0	5.0	SREK1	Dopeav2046012m
2964	Dopeav2025410m	10.0	6.0		Dopeav2025410m
2965	Dopeav2016198m	10.0	6.0	NUP50	Dopeav2016198m
2966	Dopeav2025731m	10.0	9.0	FOCAD	Dopeav2025731m
2967	Dopeav2020113m	10.0	2.0	EIF3I	Dopeav2020113m
2968	Dopeav2053380m	10.0	7.0	PCDHGB1	Dopeav2053380m
2969	Dopeav2096264m	10.0	1.0	IBA57	Dopeav2096264m
2970	Dopeav2047563m	10.0	5.0	RYK	Dopeav2047563m
2971	Dopeav2104517m	10.0	6.0	TRIM33	Dopeav2104517m
2972	Dopeav2129008m	10.0	4.0	CNGA3	Dopeav2129008m
2973	Dopeav2108751m	10.0	2.0	DUSP23	Dopeav2108751m
2974	Dopeav2061708m	10.0	8.0	SLC25A32	Dopeav2061708m
2975	Dopeav2051630m	10.0	6.0	PCDHGC4	Dopeav2051630m
2976	Dopeav2003126m	10.0	12.0	PTPRT	Dopeav2003126m
2977	Dopeav2021548m	10.0	5.0	SLC35F4	Dopeav2021548m
2978	Dopeav2108465m	10.0	10.0	MOSPD2	Dopeav2108465m
2979	Dopeav2037017m	10.0	9.0	LHFPL1	Dopeav2037017m
2980	Dopeav2084131m	10.0	10.0	STAMBPL1	Dopeav2084131m
2981	Dopeav2104114m	10.0	7.0	WDR26	Dopeav2104114m
2982	Dopeav2079722m	10.0	4.0	PTRH1	Dopeav2079722m
2983	Dopeav2045807m	10.0	5.0	MED26	Dopeav2045807m
2984	Dopeav2064461m	10.0	8.0	URB1	Dopeav2064461m
2985	Dopeav2082367m	10.0	5.0	SELENOI	Dopeav2082367m
2986	Dopeav2049313m	10.0	8.0		Dopeav2049313m
2987	Dopeav2058709m	10.0	4.0	MIOS	Dopeav2058709m
2988	Dopeav2069629m	10.0	4.0	RPL8	Dopeav2069629m
2989	Dopeav2089873m	10.0	5.0	SET	Dopeav2089873m
2990	Dopeav2124006m	10.0	0.0		Dopeav2124006m
2991	Dopeav2030919m	10.0	8.0	DARS2	Dopeav2030919m
2992	Dopeav2082747m	10.0	4.0	PTRH2	Dopeav2082747m
2993	Dopeav2094303m	10.0	5.0	INTS13	Dopeav2094303m
2994	Dopeav2056126m	10.0	4.0	PTCD3	Dopeav2056126m
2995	Dopeav2037905m	10.0	9.0	NEDD1	Dopeav2037905m
2996	Dopeav2132299m	10.0	5.0	BCL2L1	Dopeav2132299m
2997	Dopeav2130329m	10.0	3.0	PGAM5	Dopeav2130329m
2998	Dopeav2007275m	10.0	7.0	DHX37	Dopeav2007275m
2999	Dopeav2120768m	10.0	4.0	LAMP1	Dopeav2120768m
3000	Dopeav2020941m	10.0	5.0	ZNF800	Dopeav2020941m
3001	Dopeav2071207m	10.0	8.0		Dopeav2071207m
3002	Dopeav2128558m	10.0	6.0	SETD6	Dopeav2128558m
3003	Dopeav2058494m	10.0	4.0	RWDD1	Dopeav2058494m
3004	Dopeav2016262m	10.0	1.0	CYB5R3	Dopeav2016262m
3005	Dopeav2073113m	10.0	5.0	HAUS8	Dopeav2073113m
3006	Dopeav2058099m	10.0	6.0		Dopeav2058099m
3007	Dopeav2030903m	10.0	6.0		Dopeav2030903m
3008	Dopeav2006590m	10.0	3.0	PRMT7	Dopeav2006590m
3009	Dopeav2066908m	10.0	9.0	COPS2	Dopeav2066908m
3010	Dopeav2131483m	10.0	4.0	JAG1	Dopeav2131483m
3011	Dopeav2066729m	10.0	11.0	EARS2	Dopeav2066729m
3012	Dopeav2134446m	10.0	4.0	UBE2D3	Dopeav2134446m
3013	Dopeav2095498m	10.0	10.0	NRXN3	Dopeav2095498m
3014	Dopeav2135636m	10.0	4.0	GLRX3	Dopeav2135636m
3015	Dopeav2115922m	10.0	8.0	FBXL5	Dopeav2115922m
3016	Dopeav2018785m	10.0	6.0	TTN	Dopeav2018785m
3017	Dopeav2018104m	10.0	6.0	MINDY2	Dopeav2018104m
3018	Dopeav2083903m	10.0	6.0	KXD1	Dopeav2083903m
3019	Dopeav2035172m	10.0	3.0	TXN	Dopeav2035172m
3020	Dopeav2074117m	10.0	7.0	AC104662.2	Dopeav2074117m
3021	Dopeav2056932m	10.0	6.0		Dopeav2056932m
3022	Dopeav2057936m	10.0	11.0		Dopeav2057936m
3023	Dopeav2110656m	10.0	5.0	SDHB	Dopeav2110656m
3024	Dopeav2096645m	10.0	7.0	PON1	Dopeav2096645m
3025	Dopeav2089767m	10.0	8.0	ABCC1	Dopeav2089767m
3026	Dopeav2043248m	9.0	5.0	FUT1	Dopeav2043248m
3027	Dopeav2069231m	9.0	6.0	PARL	Dopeav2069231m
3028	Dopeav2082806m	9.0	6.0	JMJD6	Dopeav2082806m
3029	Dopeav2057534m	9.0	16.0	HSPD1	Dopeav2057534m
3030	Dopeav2001540m	9.0	5.0	CDC14A	Dopeav2001540m
3031	Dopeav2045888m	9.0	3.0	NLGN3	Dopeav2045888m
3032	Dopeav2098293m	9.0	4.0	COMTD1	Dopeav2098293m
3033	Dopeav2132105m	9.0	0.0		Dopeav2132105m
3034	Dopeav2089400m	9.0	2.0		Dopeav2089400m
3035	Dopeav2129889m	9.0	3.0	SELENOW	Dopeav2129889m
3036	Dopeav2005426m	9.0	7.0	RILPL1	Dopeav2005426m
3037	Dopeav2022386m	9.0	1.0	GPX4	Dopeav2022386m
3038	Dopeav2043852m	9.0	3.0	AGO2	Dopeav2043852m
3039	Dopeav2126846m	9.0	2.0	RALGPS2	Dopeav2126846m
3040	Dopeav2023532m	9.0	8.0	AADAT	Dopeav2023532m
3041	Dopeav2068014m	9.0	2.0		Dopeav2068014m
3042	Dopeav2047954m	9.0	2.0	SOD2	Dopeav2047954m
3043	Dopeav2042008m	9.0	5.0	RIMS1	Dopeav2042008m
3044	Dopeav2005363m	9.0	2.0	CHCHD2	Dopeav2005363m
3045	Dopeav2083031m	9.0	6.0		Dopeav2083031m
3046	Dopeav2122860m	9.0	12.0	TWF1	Dopeav2122860m
3047	Dopeav2084297m	9.0	3.0	RINT1	Dopeav2084297m
3048	Dopeav2005896m	9.0	6.0	TMEM120B	Dopeav2005896m
3049	Dopeav2113589m	9.0	5.0	SKI	Dopeav2113589m
3050	Dopeav2084862m	9.0	9.0	TAZ	Dopeav2084862m
3051	Dopeav2030027m	9.0	7.0	SEPSECS	Dopeav2030027m
3052	Dopeav2058493m	9.0	8.0	TRAPPC3	Dopeav2058493m
3053	Dopeav2076232m	9.0	1.0		Dopeav2076232m
3054	Dopeav2005655m	9.0	7.0	FLI1	Dopeav2005655m
3055	Dopeav2032087m	9.0	2.0	MFSD11	Dopeav2032087m
3056	Dopeav2129644m	9.0	5.0	DRG1	Dopeav2129644m
3057	Dopeav2028350m	9.0	5.0	FAM160B2	Dopeav2028350m
3058	Dopeav2015413m	9.0	3.0		Dopeav2015413m
3059	Dopeav2009345m	9.0	4.0	NOP2	Dopeav2009345m
3060	Dopeav2094010m	9.0	8.0	GGT1	Dopeav2094010m
3061	Dopeav2134029m	9.0	0.0	CD163L1	Dopeav2134029m
